Case,Activity,Timestamp,Department,Resource,System
1311,New online application received,2017-04-04 14:49:36.478,Department4,Res4_in_Department4,System3
1312,New online application received,2017-04-04 14:50:46.024,Department4,Res1_in_Department4,System3
1313,New online application received,2017-04-04 14:53:27.376,Department4,Res1_in_Department4,System3
1314,New online application received,2017-04-04 15:00:41.162,Department4,Res1_in_Department4,System3
1315,New online application received,2017-04-04 15:04:12.611,Department4,Res2_in_Department4,System3
1316,New online application received,2017-04-04 15:07:16.732,Department4,Res3_in_Department4,System3
1317,New online application received,2017-04-04 15:11:21.416,Department4,Res3_in_Department4,System3
1318,New online application received,2017-04-04 15:14:23.272,Department4,Res3_in_Department4,System3
1319,New online application received,2017-04-04 15:15:36.734,Department4,Res2_in_Department4,System3
132,New online application received,2017-03-14 16:52:25.733,Department4,Res2_in_Department4,System3
1320,New online application received,2017-04-04 15:21:38.762,Department4,Res1_in_Department4,System3
1321,New online application received,2017-04-04 15:39:47.304,Department4,Res4_in_Department4,System3
1322,New online application received,2017-04-04 15:41:26.410,Department4,Res2_in_Department4,System3
1323,New online application received,2017-04-04 15:50:09.276,Department4,Res1_in_Department4,System3
1324,New online application received,2017-04-04 15:54:36.934,Department4,Res4_in_Department4,System3
1325,New online application received,2017-04-04 15:55:31.461,Department4,Res2_in_Department4,System3
1326,New online application received,2017-04-04 15:59:26.176,Department4,Res4_in_Department4,System3
1327,New online application received,2017-04-04 16:00:29.996,Department4,Res4_in_Department4,System3
1328,New online application received,2017-04-04 16:11:19.603,Department4,Res4_in_Department4,System3
1329,New online application received,2017-04-04 16:20:45.934,Department4,Res0_in_Department4,System3
133,New online application received,2017-03-14 17:00:55.744,Department4,Res3_in_Department4,System3
1330,New online application received,2017-04-04 16:27:34.465,Department4,Res1_in_Department4,System3
1331,New online application received,2017-04-04 16:35:51.636,Department4,Res0_in_Department4,System3
1332,New online application received,2017-04-04 16:37:48.178,Department4,Res0_in_Department4,System3
1333,New online application received,2017-04-04 16:41:36.941,Department4,Res1_in_Department4,System3
1334,New online application received,2017-04-04 16:42:37.293,Department4,Res0_in_Department4,System3
1335,New online application received,2017-04-04 16:47:24.694,Department4,Res0_in_Department4,System3
1336,New online application received,2017-04-04 16:48:24.525,Department4,Res0_in_Department4,System3
1337,New online application received,2017-04-04 16:54:22.456,Department4,Res3_in_Department4,System3
1338,New online application received,2017-04-04 16:55:04.087,Department4,Res3_in_Department4,System3
1339,New online application received,2017-04-04 16:59:28.480,Department4,Res4_in_Department4,System3
134,New online application received,2017-03-14 17:24:00.620,Department4,Res1_in_Department4,System3
1340,New online application received,2017-04-04 17:05:34.140,Department4,Res4_in_Department4,System3
1341,New online application received,2017-04-04 17:10:04.764,Department4,Res4_in_Department4,System3
1342,New online application received,2017-04-04 17:19:30.741,Department4,Res4_in_Department4,System3
1343,New online application received,2017-04-04 17:28:08.379,Department4,Res0_in_Department4,System3
1344,New online application received,2017-04-04 17:33:11.368,Department4,Res0_in_Department4,System3
1345,New online application received,2017-04-04 17:33:33.906,Department4,Res3_in_Department4,System3
1346,New online application received,2017-04-04 17:40:14.675,Department4,Res1_in_Department4,System3
1347,New online application received,2017-04-04 17:40:18.608,Department4,Res0_in_Department4,System3
1348,New online application received,2017-04-04 17:48:50.740,Department4,Res4_in_Department4,System3
1349,New online application received,2017-04-04 17:49:11.202,Department4,Res1_in_Department4,System3
135,New online application received,2017-03-14 17:26:24.900,Department4,Res2_in_Department4,System3
1350,New online application received,2017-04-04 17:53:19.000,Department4,Res2_in_Department4,System3
1351,New online application received,2017-04-04 18:00:38.813,Department4,Res3_in_Department4,System3
1352,New online application received,2017-04-04 18:02:02.213,Department4,Res3_in_Department4,System3
1353,New online application received,2017-04-04 18:36:05.950,Department4,Res1_in_Department4,System3
1354,New online application received,2017-04-04 18:40:25.559,Department4,Res1_in_Department4,System3
1355,New online application received,2017-04-04 18:43:19.130,Department4,Res4_in_Department4,System3
1356,New online application received,2017-04-04 18:43:41.480,Department4,Res1_in_Department4,System3
1357,New online application received,2017-04-04 18:57:19.028,Department4,Res0_in_Department4,System3
1358,New online application received,2017-04-05 11:02:11.970,Department4,Res0_in_Department4,System3
1359,New online application received,2017-04-05 11:08:14.580,Department4,Res2_in_Department4,System3
136,New online application received,2017-03-14 17:50:47.429,Department4,Res1_in_Department4,System3
1360,New online application received,2017-04-05 11:18:45.010,Department4,Res1_in_Department4,System3
1361,New online application received,2017-04-05 11:23:10.219,Department4,Res0_in_Department4,System3
1362,New online application received,2017-04-05 11:23:31.468,Department4,Res0_in_Department4,System3
1363,New online application received,2017-04-05 11:28:34.640,Department4,Res3_in_Department4,System3
1364,New online application received,2017-04-05 11:31:13.215,Department4,Res1_in_Department4,System3
1365,New online application received,2017-04-05 11:34:37.170,Department4,Res3_in_Department4,System3
1366,New online application received,2017-04-05 11:34:45.280,Department4,Res3_in_Department4,System3
1367,New online application received,2017-04-05 11:38:59.692,Department4,Res4_in_Department4,System3
1368,New online application received,2017-04-05 11:41:39.121,Department4,Res0_in_Department4,System3
1369,New online application received,2017-04-05 11:43:23.964,Department4,Res2_in_Department4,System3
137,New online application received,2017-03-14 17:51:40.992,Department4,Res4_in_Department4,System3
1370,New online application received,2017-04-05 11:49:36.863,Department4,Res4_in_Department4,System3
1371,New online application received,2017-04-05 11:54:23.006,Department4,Res1_in_Department4,System3
1372,New online application received,2017-04-05 11:59:09.422,Department4,Res0_in_Department4,System3
1373,New online application received,2017-04-05 12:27:21.915,Department4,Res4_in_Department4,System3
1374,New online application received,2017-04-05 12:30:18.214,Department4,Res1_in_Department4,System3
1375,New online application received,2017-04-05 12:48:28.430,Department4,Res1_in_Department4,System3
1376,New online application received,2017-04-05 12:50:24.555,Department4,Res0_in_Department4,System3
1377,New online application received,2017-04-05 12:56:39.672,Department4,Res1_in_Department4,System3
1378,New online application received,2017-04-05 12:59:32.656,Department4,Res4_in_Department4,System3
1379,New online application received,2017-04-05 13:01:43.808,Department4,Res3_in_Department4,System3
138,New online application received,2017-03-14 17:58:45.485,Department4,Res1_in_Department4,System3
1380,New online application received,2017-04-05 13:04:19.652,Department4,Res4_in_Department4,System3
1381,New online application received,2017-04-05 13:17:28.785,Department4,Res2_in_Department4,System3
1382,New online application received,2017-04-05 13:25:12.188,Department4,Res0_in_Department4,System3
1383,New online application received,2017-04-05 13:27:03.856,Department4,Res0_in_Department4,System3
1384,New online application received,2017-04-05 13:27:23.365,Department4,Res0_in_Department4,System3
1385,New online application received,2017-04-05 13:32:41.477,Department4,Res0_in_Department4,System3
1386,New online application received,2017-04-05 13:36:27.511,Department4,Res2_in_Department4,System3
1387,New online application received,2017-04-05 13:37:27.335,Department4,Res3_in_Department4,System3
1388,New online application received,2017-04-05 13:37:52.643,Department4,Res1_in_Department4,System3
1389,New online application received,2017-04-05 13:39:40.601,Department4,Res4_in_Department4,System3
139,New online application received,2017-03-15 10:01:22.535,Department4,Res1_in_Department4,System3
1390,New online application received,2017-04-05 13:42:57.918,Department4,Res2_in_Department4,System3
1391,New online application received,2017-04-05 13:56:02.309,Department4,Res1_in_Department4,System3
1392,New online application received,2017-04-05 14:07:38.877,Department4,Res2_in_Department4,System3
1393,New online application received,2017-04-05 14:17:47.875,Department4,Res2_in_Department4,System3
1394,New online application received,2017-04-05 14:24:47.258,Department4,Res3_in_Department4,System3
1395,New online application received,2017-04-05 14:31:19.462,Department4,Res2_in_Department4,System3
1396,New online application received,2017-04-05 14:36:00.263,Department4,Res2_in_Department4,System3
1397,New online application received,2017-04-05 14:37:23.435,Department4,Res2_in_Department4,System3
1398,New online application received,2017-04-05 14:41:44.959,Department4,Res4_in_Department4,System3
1399,New online application received,2017-04-05 14:46:30.657,Department4,Res4_in_Department4,System3
